,Learning_method,Role,Yearly_pay,Visualisation_tool,Charts,Organization_area,Undergraduate_major,Gender,Country,Hour_data_visualization,Hour_data_engineering,Hour_data_science,Hour_design,Hour_data_prep,Hour_build_portfolio,Presentation_format,tool_Excel,tool_Tableau,tool_R,tool_ggplot2,tool_Python,tool_D3,tool_Pen&Paper,tool_Illustrator,tool_PowerBI,tool_Plotly,chart_BarChart,chart_LineChart,chart_Scatterplot,chart_PieChart,chart_Hexbin/Heatmap,chart_Infographics,chart_Treemap,chart_FlowChart),chart_FlowDiagram(Sankey,chart_DAGRE,chart_ChoroplethMap,chart_NetworkDiagram,format_Presentations,format_Dashboard,format_Documents,format_Email,format_Embeddedinatool,format_StaticWebPage,format_InteractiveNotebook,format_Scrollytelling
723,Mostly Self-Taught,Other,$80k - $100k,"D3,Excel,ggplot2,Illustrator,Leaflet,Mapbox,QGIS,R,Pen&Paper","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart)","All of the above, I'm a freelancer",Bio-engineer,Man,Belgium,8.0,0.0,0.0,8.0,8.0,0.0,"Scrollytelling,StaticWebPage,Documents,Presentations",yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes
724,Mostly Self-Taught,Developer,$40k - $60k,"Excel,ggplot2,R,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,PictorialVisualization,Treemap,SwarmChart",Private sector,Communications,Man,United Kingdom,10.0,2.0,2.0,10.0,10.0,2.0,"Embeddedinatool,Dashboard,Scrollytelling,Presentations",yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes
726,Mostly Self-Taught,Analyst,$100k - $120k,"Excel,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap",Not-for-profit,History,Man,England,10.0,0.0,0.0,8.0,0.0,2.0,Dashboard,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
727,Mostly Self-Taught,Designer,$120k - $140k,"Excel,ggplot2,Illustrator,Mapbox,PowerBI,QGIS,R,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap",Private sector,Political Science,Man,USA,16.0,0.0,4.0,8.0,4.0,1.0,"Embeddedinatool,Dashboard,Presentations",yes,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no
728,Mostly Self-Taught,Designer,< $20k,"D3,Excel,ggplot2,Gephi,Illustrator,Leaflet,QGIS,R,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,Treemap,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,history,Man,Belarus,20.0,5.0,0.0,10.0,5.0,0.0,"Scrollytelling,StaticWebPage,Documents,Presentations,Email",yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes
734,Mostly Self-Taught,Developer,$20k - $40k,"D3,Excel,Python,QGIS,R,Vue,Canvas","BarChart,Treemap,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,applied mathematics,Man,France,20.0,5.0,0.0,5.0,5.0,5.0,"StaticWebPage,InteractiveNotebook",yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no
736,Mostly Self-Taught,Designer,$60k - $80k,"D3,Tableau","LineChart,BarChart,FlowDiagram(Sankey,DAGRE,FlowChart)",Consultant,Logistics,Man,Chile,3.0,4.0,0.0,5.0,4.0,1.0,"Embeddedinatool,Dashboard",no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no
737,Mostly Self-Taught,Designer,< $20k,"ggplot2,Illustrator,R,Tableau","LineChart,BarChart,Infographics,Treemap,ChoroplethMap,Dumbbellchart,wafflechart",Not-for-profit,Quality Management,Man,Colombia,20.0,2.0,2.0,8.0,6.0,20.0,"Embeddedinatool,Dashboard,Documents",no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no
741,Equal Parts School and Self-Taught,Developer,$60k - $80k,"ArcGIS,D3,Angular,Excel,Processing,QGIS,Pen&Paper,P5/Processing","LineChart,BarChart,PieChart,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),Force-DirectedGraph",Journalism,Conputer Sciences,Man,Mexico,15.0,15.0,0.0,10.0,0.0,0.0,StaticWebPage,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no
744,Mostly Self-Taught,Developer,$20k - $40k,"D3,React,Vue","LineChart,BarChart,Scatterplot",Private sector,programming,Man,Spain,15.0,0.0,0.0,2.0,1.0,0.0,"Embeddedinatool,StaticWebPage",no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
745,Mostly Self-Taught,Analyst,$60k - $80k,"D3,Angular,Leaflet,Mapbox,Plotly,PowerBI,Python,React,Tableau,Vue","LineChart,BarChart,PieChart,Scatterplot,Treemap",Private sector,Public Relations,Man,Canada,10.0,5.0,1.0,5.0,10.0,1.0,"Embeddedinatool,Dashboard,Scrollytelling,StaticWebPage,Interactivewebpages,touchscreen/tablets(inmuseumsandexhibits,forexample)",no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes
747,Mostly Self-Taught,Leadership,< $20k,"D3,Python,R,React,Matplotlib","Treemap,Force-DirectedGraph",Not-for-profit,Computer Science,Man,India,3.0,0.0,0.0,1.0,0.0,2.0,"Dashboard,Presentations,Tree",no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
749,Mostly Self-Taught,Leadership,$100k - $120k,"ArcGIS,D3,Excel,Highcharts,Illustrator,Leaflet,Mapbox,PowerBI,Pen&Paper","LineChart,BarChart,PieChart,Hexbin/Heatmap,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Not-for-profit,English and philosophy ,Man,USA,16.0,0.0,0.0,16.0,4.0,2.0,"Scrollytelling,StaticWebPage,Documents",yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes
752,Mostly Self-Taught,Developer,$120k - $140k,"D3,Mapbox,React,WebGL,deck.gl","BarChart,PieChart,ChoroplethMap",Not-for-profit,history,Man,USA,5.0,10.0,0.0,2.0,2.0,1.0,StaticWebPage,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
753,Mostly Self-Taught,Analyst,$80k - $100k,"ArcGIS,Excel,Python,Tableau","BarChart,PieChart,Infographics,ChoroplethMap,Othergeographicmaps",Private sector,Geography,Man,Bermuda,8.0,8.0,0.0,4.0,10.0,4.0,"Embeddedinatool,Dashboard,Documents",yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no
754,Mostly Self-Taught,Designer,< $20k,"Illustrator,Pen&Paper,Otherphysicalmaterials",Infographics,Journalism,graphic design,Man,Colombia,2.0,0.0,0.0,20.0,2.0,1.0,Presentations,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
759,Mostly Self-Taught,Designer,< $20k,"D3,Python,R,Tableau","Infographics,PictorialVisualization",O,History ,Man,Canada,10.0,5.0,1.0,5.0,1.0,1.0,"StaticWebPage,InteractiveNotebook,Documents",no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no
761,Mostly Self-Taught,Designer,$20k - $40k,"ArcGIS,Illustrator,Mapbox,Pen&Paper","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,Treemap,Dendrogram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart","I'm a freelancer, so who steps in and ask for me is welcome",Worked as a journalist,Man,Denmark,20.0,0.0,5.0,20.0,5.0,2.0,"Scrollytelling,StaticWebPage,Documents,Presentations,Newspaperorotherphysicalhandout",no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes
764,Mostly Self-Taught,Designer,$200k+,"Excel,Illustrator,Tableau,InDesign,Datawrapper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,Treemap,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Political science,Man,Canada,15.0,0.0,2.0,10.0,1.0,1.0,"Dashboard,StaticWebPage,Documents,Presentations,Newspaperorotherphysicalhandout",yes,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no
765,Equal Parts School and Self-Taught,Analyst,$40k - $60k,"ggplot2,Leaflet,Mapbox,Plotly,R,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap,ChoroplethMap,3DCharts",Academic,"Business UG, Statistics MS",Man,USA,15.0,5.0,5.0,5.0,15.0,10.0,"Dashboard,InteractiveNotebook",no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no
766,Equal Parts School and Self-Taught,Academic,$20k - $40k,"Excel,ggplot2,R,Pen&Paper","LineChart,BarChart,Scatterplot,ChoroplethMap",Academic,Political Science,Man,USA,2.0,4.0,2.0,0.0,10.0,1.0,Presentations,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no
767,Mostly Self-Taught,Designer,$120k - $140k,"D3,Leaflet,Mapbox,Python,QGIS,R,React,Vue,Pen&Paper,Numbers","Dendrogram,RasterMap",Not-for-profit,Industrial Design,Man,USA,10.0,4.0,0.0,10.0,2.0,0.0,"Dashboard,InteractiveNotebook,RIA",no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no
768,Mostly Self-Taught,Designer,$80k - $100k,"ggplot2,Illustrator,QGIS,R,Pen&Paper,P5/Processing","Scatterplot,Infographics,PictorialVisualization,NetworkDiagram,VR/ARCharts,Dotmap",Academic,Industrial design,Man,Norway,5.0,0.0,0.0,20.0,0.0,1.0,"StaticWebPage,Documents,Presentations",no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no
769,Mostly Self-Taught,Analyst,$80k - $100k,"ArcGIS,Excel,Highcharts,Leaflet,Mapbox,PowerBI,QGIS","LineChart,BarChart,PieChart,Treemap,ChoroplethMap,RasterMap",Not-for-profit,Geography,Man,USA,4.0,1.0,0.0,8.0,6.0,0.0,"Dashboard,Documents,Email",yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no
771,Mostly Self-Taught,Leadership,$140k - $160k,"PowerBI,QGIS,R","LineChart,BarChart,PieChart,Scatterplot,Treemap,Violin,box-plot",Private sector,biology,Man,USA,3.0,3.0,1.0,0.0,1.0,0.0,"Dashboard,Documents,Email",no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no
772,Mostly Self-Taught,Analyst,$100k - $120k,"Excel,ggplot2,PowerBI,R,WebGL,Pen&Paper,Otherphysicalmaterials","LineChart,BarChart,PieChart,Scatterplot",Public sector,Computer Science,Man,USA,8.0,10.0,12.0,2.0,8.0,4.0,"Embeddedinatool,Dashboard,Presentations",yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
773,Mostly Self-Taught,Engineer,$40k - $60k,"PowerBI,Qlik,Tableau","LineChart,BarChart,PieChart,Scatterplot,Treemap",Private sector,Business Intelligence ,Man,France,16.0,8.0,2.0,2.0,8.0,4.0,"Dashboard,Presentations",no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no
774,Mostly Self-Taught,Developer,$160k - $180k,"D3,React","3DCharts,Force-DirectedGraph,Streamgraph",Private sector,Computer Science,Man,United Kingdom,20.0,0.0,0.0,2.0,1.0,0.0,Dashboard,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
775,Mostly Self-Taught,Leadership,$100k - $120k,"D3,Excel,Tableau,GoogleDataStudio","LineChart,BarChart,Scatterplot,Hexbin/Heatmap",Private sector,Mathematics,Man,Canada,8.0,0.0,4.0,2.0,2.0,2.0,"Embeddedinatool,Dashboard,Presentations,Email",yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no
776,Mostly Self-Taught,Analyst,$120k - $140k,"Excel,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap",Private sector,Business Administration,Man,USA,20.0,0.0,0.0,5.0,10.0,0.0,"Dashboard,Presentations",yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
777,Mostly Self-Taught,Designer,$200k+,"Tableau,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Treemap,MarimekkoSlopeChart",Private sector,Decision and Information Sciences,Man,USA,9.0,14.0,2.0,1.0,14.0,0.0,"Dashboard,Email",no,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no
778,Mostly Self-Taught,Other,$60k - $80k,Tableau,"LineChart,BarChart,Scatterplot,Treemap",Private sector,Nottingham Trent University,Man,United Kingdom,2.0,2.0,0.0,0.0,1.0,0.0,"Dashboard,Presentations,Email",no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
781,Mostly Self-Taught,Other,$60k - $80k,"D3,Python,matplotlib,libsvgwrite","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart",Private sector,Math and Physics,Man,Canada,20.0,2.0,5.0,2.0,1.0,0.0,"StaticWebPage,Webapp",no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no
788,Mostly Self-Taught,Other,$120k - $140k,"Excel,Tableau,PowerPoint","LineChart,BarChart,Scatterplot,PictorialVisualization,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Industrial Engineering,Man,USA,10.0,0.0,0.0,20.0,0.0,0.0,"Dashboard,Presentations",yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no
789,Mostly Self-Taught,Leadership,$200k+,"D3,Angular,Excel,Leaflet,Pen&Paper,Canvas","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Computer Science,Man,USA,8.0,8.0,2.0,2.0,4.0,4.0,"Embeddedinatool,Dashboard,StaticWebPage,InteractiveNotebook,Documents,Email",yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
796,Equal Parts School and Self-Taught,Academic,$80k - $100k,"Microstrategy,PowerBI,Qlik,Tableau,SAPLumira,WebI,TibcoSpotfire","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Computer Systems,Man,USA,5.0,5.0,10.0,10.0,10.0,0.0,"Dashboard,Scrollytelling,Documents,Presentations",no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes
797,Mostly Self-Taught,Academic,$120k - $140k,"Excel,ggplot2,Highcharts,Leaflet,Mapbox,Plotly,R","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Economics,Man,USA,10.0,8.0,10.0,5.0,15.0,10.0,"Embeddedinatool,Dashboard,StaticWebPage,Documents,Presentations,Blogposts,myownwebsite",yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
801,Equal Parts School and Self-Taught,Academic,$40k - $60k,"ArcGIS,Excel,ggplot2,R,Stata","LineChart,BarChart,PieChart,Scatterplot,ChoroplethMap,ComnbinationofachloroplethdepictingmedianincomesandaplotofthecoordinatesofwherelandslideoccurencesinMalaysia.Alsoacombinationofascatterplotwithalinearfit.Histogramsofhouseholdincomesdifferentiatedbytheirvotingpreferences.",Journalism,Economics,Man,United Kingdom,5.0,0.0,6.0,1.0,3.0,2.0,"Scrollytelling,Presentations,Newspaperorotherphysicalhandout",yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes
802,Mostly Self-Taught,Analyst,< $20k,"ArcGIS,Python,QGIS,Tableau","LineChart,BarChart,Scatterplot,Infographics,Treemap,RasterMap",Not-for-profit,Geography,Man,Nigeria,2.0,1.0,4.0,2.0,4.0,1.0,"Dashboard,Presentations,Email",no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
804,Mostly Self-Taught,Engineer,$20k - $40k,"ggplot2,Leaflet,QGIS,R,Shiny(R)","BarChart,Scatterplot,RasterMap",Public sector,Statistics,Man,Colombia,10.0,20.0,5.0,0.0,20.0,1.0,"Dashboard,StaticWebPage,InteractiveNotebook",no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no
808,Mostly Self-Taught,Analyst,$60k - $80k,"ArcGIS,Excel,Mapbox,Microstrategy,PowerBI,Qlik,R,Tableau","LineChart,BarChart,Scatterplot,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Analytics and Visualization,Man,Saudi Arabia,10.0,10.0,5.0,5.0,10.0,5.0,"Embeddedinatool,Dashboard,Presentations",yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no
809,Mostly Self-Taught,Leadership,$100k - $120k,"Excel,ggplot2,PowerBI,R,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap,SwarmChart",Public sector,Aerospace Engineering and Biostatistics,Man,USA,5.0,15.0,5.0,5.0,5.0,1.0,"Dashboard,Documents,Presentations",yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no
811,Mostly Self-Taught,Analyst,$140k - $160k,"D3,Excel,PowerBI,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap",Private sector,Economics,Man,USA,20.0,4.0,0.0,4.0,6.0,3.0,"Dashboard,Scrollytelling",yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes
812,Mostly Self-Taught,Analyst,$100k - $120k,Tableau,"LineChart,BarChart,Scatterplot",Private sector,Math,Man,USA,20.0,10.0,0.0,0.0,5.0,0.0,"Dashboard,Presentations,Email",no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
818,Mostly Self-Taught,Designer,$60k - $80k,"D3,Excel,Gephi,Vue,Javascript","LineChart,BarChart,Infographics,Treemap,NetworkDiagram,Force-DirectedGraph",Public sector,BSc. Product Design,Man,United Kingdom,5.0,5.0,0.0,10.0,2.0,5.0,"StaticWebPage,Presentations",yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
819,Mostly Self-Taught,Analyst,$200k+,"Excel,ggplot2,R,TibcoSpotfire","LineChart,BarChart,PieChart,Scatterplot,Treemap",Private sector,Maths,Man,USA,3.0,2.0,0.0,0.0,8.0,0.0,"Embeddedinatool,Presentations,Email",yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no
822,Equal Parts School and Self-Taught,Analyst,$40k - $60k,"D3,ggplot2,PowerBI,Python,R,Tableau,Matplotlib","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap",Private sector,Actuarial Science,Man,United Kingdom,4.0,3.0,5.0,4.0,3.0,5.0,"Embeddedinatool,Dashboard,StaticWebPage,Documents,Presentations,Email",no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no
823,Mostly Self-Taught,Developer,< $20k,"D3,Java,Leaflet,Mapbox,Python,QGIS,React","ChoroplethMap,3DCharts,Force-DirectedGraph",Public sector,software developer,Man,Kenya,3.0,7.0,1.0,5.0,1.0,1.0,"Embeddedinatool,Dashboard,StaticWebPage",no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no
824,Mostly Self-Taught,Engineer,$20k - $40k,"D3,Highcharts,React,Pen&Paper","LineChart,BarChart,Scatterplot",Academic,Computer Science,Man,USA,20.0,20.0,4.0,10.0,20.0,10.0,"Embeddedinatool,StaticWebPage",no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
825,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,PowerBI,Python,QGIS,R,Tableau,Pen&Paper","LineChart,BarChart,Scatterplot,Infographics,Dendrogram,ChoroplethMap",Private sector,Sociology with Concentration in Analysis and Research,Man,Panama,2.0,0.0,4.0,1.0,6.0,0.0,"Embeddedinatool,Dashboard,Documents,Presentations",yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no
826,Mostly Self-Taught,Developer,$100k - $120k,"Excel,ggplot2,Mapbox,PowerBI,R,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Economics,Man,USA,10.0,5.0,0.0,5.0,20.0,5.0,"Embeddedinatool,Dashboard",yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no
827,Mostly Self-Taught,Leadership,$80k - $100k,"Highcharts,Plotly,Python,Matplotlib","LineChart,BarChart,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Computer Science,Man,Brazil,2.0,4.0,8.0,2.0,4.0,0.0,"Embeddedinatool,Dashboard,InteractiveNotebook,Presentations",no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
828,Mostly Self-Taught,Developer,$160k - $180k,"D3,React,WebGL,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap,Force-DirectedGraph",Private sector,Business,Man,United Kingdom,20.0,5.0,5.0,1.0,1.0,0.0,"Dashboard,Scrollytelling,StaticWebPage",no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes
829,Mostly Self-Taught,Developer,$40k - $60k,"Excel,Tableau","LineChart,BarChart,PieChart,Scatterplot,Infographics,PictorialVisualization,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Electronics and Telecommunications ,Man,India ,6.0,10.0,5.0,7.0,12.0,2.0,"Dashboard,Scrollytelling,Documents,Email",yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes
832,Mostly Self-Taught,Analyst,$120k - $140k,"D3,Angular,Illustrator,PowerBI,Pen&Paper","LineChart,BarChart,Scatterplot,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Math and physics ,Man,Israel ,14.0,3.0,3.0,20.0,10.0,2.0,"StaticWebPage,Presentations",no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no
836,Mostly Self-Taught,Scientist,$80k - $100k,"ArcGIS,Python,QGIS,R,Vega,Matplotlib","LineChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap,RasterMap,boxplots,probabiltyplots",Private sector,Civil Engineering,Man,USA,4.0,4.0,4.0,0.0,8.0,0.0,"InteractiveNotebook,Documents,Presentations,Email",no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no
839,Mostly Self-Taught,Leadership,$200k+,"D3,Excel,ggplot2,Mapbox,Plotly,PowerBI,Python,Tableau,Matplotlib","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap",Private sector,aerospace engineering,Man,USA,10.0,1.0,10.0,1.0,10.0,1.0,"Dashboard,Documents,Presentations,Email",yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no
840,Equal Parts School and Self-Taught,Developer,$180k - $200k,"D3,Gephi,Python,R,Spotfire","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap,Force-DirectedGraph",Private sector,Computer Science,Man,Australia,10.0,4.0,4.0,2.0,2.0,5.0,"Dashboard,InteractiveNotebook",no,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no
